DIA;CONC MARCH;CONC CIPER;MTT;%MTT
6;0;0;0,151;80,08249853
6;0;0;0,12;63,64172068
6;0;0;0,195;103,4177961
6;0;0;0,237;125,6923984
6;0;0;0,219;116,1461402
6;0;0;0,198;105,0088391
6;0;0;0,166;88,03771361
6;0;0;0,181;95,9929287
6;0;0;0,167;88,56806128
6;0;0;0,209;110,8426635
6;0;0;0,222;117,7371833
6;0;0;0,206;109,2516205
6;0;0;0,221;117,2068356
6;0;0;0,203;107,6605775
6;0;0;0,18;95,46258103
6;0;0;0,191;101,2964054
6;0;0;0,183;97,05362404
6;0;0;0,145;76,90041249
6;8,1;0,25;0,147;77,96110784
6;8,1;0,25;0,13;68,94519741
6;8,1;0,25;0,184;97,58397171
6;8,1;0,25;0,2;106,0695345
6;8,1;0,25;0,159;84,32527991
6;8,1;0,25;0,19;100,7660577
6;8,1;0,25;0,16;84,85562758
6;8,1;0,25;0,161;85,38597525
6;8,1;0,25;0,15;79,55215085
6;8,1;0,25;0,164;86,97701827
6;8,1;0,25;0,175;92,81084266
6;8,1;0,25;0,17;90,1591043
6;8,1;0,25;0,234;124,1013553
6;8,1;0,25;0,242;128,3441367
6;8,1;0,25;0,221;117,2068356
6;8,1;0,25;0,21;111,3730112
6;8,1;0,25;0,214;113,4944019
6;8,1;0,25;0,182;96,52327637
6;16,2;0,5;0,132;70,00589275
6;16,2;0,5;0,131;69,47554508
6;16,2;0,5;0,163;86,4466706
6;16,2;0,5;0,168;89,09840896
6;16,2;0,5;0,182;96,52327637
