DIA;CONC BCO;CONCMARCH;MTT;%MTT
3;0;0;0,376;97,07401033
3;0;0;0,383;98,88123924
3;0;0;0,439;113,3390706
3;0;0;0,364;93,97590361
3;0;0;0,342;88,29604131
3;0;0;0,299;77,19449225
3;0;0;0,408;105,3356282
3;0;0;0,361;93,20137694
3;0;0;0,353;91,13597246
3;0;0;0,395;101,979346
3;11,0019;48;0,339;87,52151463
3;11,0019;48;0,284;73,32185886
3;11,0019;48;0,28;72,28915663
3;11,0019;48;0,303;78,22719449
3;11,0019;48;0,273;70,48192771
3;11,0019;48;0,271;69,96557659
3;11,0019;48;0,264;68,15834768
3;11,0019;48;0,286;73,83820998
3;11,0019;48;0,501;129,3459552
3;11,0019;48;0,289;74,61273666
3;11,0019;48;0,297;76,67814114
3;11,0019;48;0,306;79,00172117
3;11,0019;48;0,282;72,80550775
3;11,0019;48;0,279;72,03098107
3;11,0019;48;0,263;67,90017212
3;11,0019;48;0,291;75,12908778
3;11,0019;48;0,311;80,29259897
3;11,0019;48;0,297;76,67814114
3;11,0019;48;0,266;68,6746988
3;11,0019;48;0,285;73,58003442
3;11,0019;48;0,271;69,96557659
3;11,0019;48;0,319;82,35800344
